,ticker,datetime,title,publisher,link
48,NVDA,2023-01-11 06:08:00+00:00,British Chip Designer Arm Eyes Lucrative Automotive Market,Benzinga,https://finance.yahoo.com/news/british-chip-designer-arm-eyes-130830819.html
49,NVDA,2023-01-11 05:43:00+00:00,Nvidia And Foxconn Joined Forces To Build Autonomous Vehicles,Benzinga,https://finance.yahoo.com/news/nvidia-foxconn-joined-forces-build-124325422.html
50,NVDA,2023-01-11 05:00:00+00:00,Some Investors May Be Worried About NVIDIA's (NASDAQ:NVDA) Returns On Capital,Simply Wall St.,https://finance.yahoo.com/news/investors-may-worried-nvidias-nasdaq-120056379.html
51,NVDA,2023-01-10 22:00:00+00:00,Chip designer Arm targets car market for growth,Financial Times,https://finance.yahoo.com/m/f2e63787-ffb0-3850-a658-c44cbb1aa301/chip-designer-arm-targets-car.html
52,NVDA,2023-01-03 15:46:00+00:00,Marvell and 3 Other Chip Stocks That Are Best Ideas for 2023,Barrons.com,https://finance.yahoo.com/m/64de97e2-b9b7-33a2-b4d1-7a94556c28c5/marvell-and-3-other-chip.html
53,NVDA,2023-01-11 14:54:00+00:00,Nvidia Teams With Apple Partner Foxconn On Self-Driving Cars,Investor's Business Daily,https://finance.yahoo.com/m/040bb5cf-1926-3a80-87a1-30cb7b308993/nvidia-teams-with-apple.html
54,NVDA,2023-01-11 12:25:00+00:00,"Nvidia, Foxconn Partner on Electric Vehicles",The Wall Street Journal,https://finance.yahoo.com/m/3a694d8f-0a44-39e6-952e-e7eb58da1121/nvidia%2C-foxconn-partner-on.html
55,NVDA,2023-01-11 11:49:00+00:00,UPDATE 1-Foxconn to use Nvidia chips to build self-driving vehicle platforms,Reuters,https://finance.yahoo.com/news/1-foxconn-nvidia-chips-build-184913064.html
56,NVDA,2023-01-11 11:49:00+00:00,"Cars and videogames: Nvidia rolls out $799 gaming card, partners with Foxconn on EVs",MarketWatch,https://finance.yahoo.com/m/63e9855b-531a-3d9c-87b7-9e2efa03d28c/cars-and-videogames%3A-nvidia.html
57,NVDA,2023-01-11 10:53:00+00:00,Foxconn to use Nvidia chips to build self-driving vehicle platforms,Reuters,https://finance.yahoo.com/news/nvidia-foxconn-build-autonomous-vehicle-175346477.html
58,NVDA,2023-01-11 10:43:00+00:00,"Nvidia, Foxconn to build autonomous vehicle platforms",Reuters,https://finance.yahoo.com/news/nvidia-foxconn-build-autonomous-vehicle-174349347.html
59,NVDA,2023-01-11 09:45:00+00:00,"Nvidia working with Foxconn on electric cars, debuts new graphics cards at CES",Yahoo Finance,https://finance.yahoo.com/news/nvidia-working-with-foxconn-on-electric-cars-debuts-new-graphics-cards-at-ces-164530036.html
60,NVDA,2023-01-11 09:45:00+00:00,Nvidia in Pact With Foxconn to Build Autonomous Cars,Barrons.com,https://finance.yahoo.com/m/ecc0ff5c-77f2-303f-9269-b38babb942fb/nvidia-in-pact-with-foxconn.html
61,NVDA,2023-01-11 09:42:00+00:00,NVIDIA GeForce NOW Streams Vast Library of AAA Games to Cars,GlobeNewswire,https://finance.yahoo.com/news/nvidia-geforce-now-streams-vast-164200029.html
62,NVDA,2023-01-11 09:41:00+00:00,Foxconn Partners With NVIDIA to Build Automated Electric Vehicles,GlobeNewswire,https://finance.yahoo.com/news/foxconn-partners-nvidia-build-automated-164100309.html
63,NVDA,2023-01-11 09:15:00+00:00,"NVIDIA Ada Lovelace Breaks Energy-Efficiency Barrier, Supercharges 170+ Laptop Designs for Gamers and Creators",GlobeNewswire,https://finance.yahoo.com/news/nvidia-ada-lovelace-breaks-energy-161500002.html
64,NVDA,2023-01-11 09:12:00+00:00,NVIDIA Brings RTX 4080 to GeForce NOW,GlobeNewswire,https://finance.yahoo.com/news/nvidia-brings-rtx-4080-geforce-161200849.html
65,NVDA,2023-01-11 08:26:00+00:00,These Four Chip Stocks Are  Best Ideas for 2023,Barrons.com,https://finance.yahoo.com/m/64de97e2-b9b7-33a2-b4d1-7a94556c28c5/these-four-chip-stocks-are-.html
66,NVDA,2023-01-11 07:58:00+00:00,Value Tops Growth in 2022,Investopedia,https://finance.yahoo.com/m/cf4009f0-cafe-3a8a-a3dd-a302c8d8f16d/value-tops-growth-in-2022.html
67,NVDA,2023-01-11 07:02:00+00:00,Intel debuts 'world's fastest mobile processor' at CES 2023,Yahoo Finance,https://finance.yahoo.com/news/intel-debuts-worlds-fastest-mobile-processor-at-ces-2023-140008461.html
68,NVDA,2023-01-11 03:20:00+00:00,2 Stocks to Invest in Virtual Reality,Motley Fool,https://finance.yahoo.com/m/2bfc9e82-8cf7-3e41-90b6-a8d52b020457/2-stocks-to-invest-in-virtual.html
69,NVDA,2023-01-02 13:48:00+00:00,15 Most Influential Companies to Invest In,Insider Monkey,https://finance.yahoo.com/news/15-most-influential-companies-invest-204827337.html
70,NVDA,2023-01-11 12:05:00+00:00,Ken Fishers Top 15 Growth Stock Picks,Insider Monkey,https://finance.yahoo.com/news/ken-fisher-top-15-growth-190500101.html
71,NVDA,2023-01-11 11:50:00+00:00,12 Best Performing Growth Stocks in 2022,Insider Monkey,https://finance.yahoo.com/news/12-best-performing-growth-stocks-185041601.html
72,NVDA,2023-01-11 05:05:00+00:00,3 Reasons Nvidia Stock Could Surge in 2023,Motley Fool,https://finance.yahoo.com/m/0f5634c0-e786-34e9-8076-d5649a3ce3d2/3-reasons-nvidia-stock-could.html
73,NVDA,2023-01-11 00:15:00+00:00,Nvidia CEO Jensen Huang Curbed Stock Sales When Shares Slipped,Barrons.com,https://finance.yahoo.com/m/4f8b6916-996f-35b8-bbd2-263f8d698eeb/nvidia-ceo-jensen-huang.html
74,NVDA,2023-01-01 11:11:00+00:00,Can Nvidia Help Walmart and Target Solve Their Theft Problem?,Motley Fool,https://finance.yahoo.com/m/9a161cad-519c-36ff-a420-b8b1b79fc073/can-nvidia-help-walmart-and.html
75,NVDA,2023-01-11 07:00:00+00:00,Nvidia Has Promising AI Predictions for 2023,Motley Fool,https://finance.yahoo.com/m/247d2210-1b74-34fc-b0e4-6f0686db73fd/nvidia-has-promising-ai.html
76,NVDA,2022-12-31 05:00:00+00:00,3 Top Gaming Stocks to Buy in January,Motley Fool,https://finance.yahoo.com/m/e37f75db-4a4d-3706-a68d-a3863bd94acb/3-top-gaming-stocks-to-buy-in.html
77,NVDA,2023-01-11 04:45:00+00:00,Will 2023 Be the Year Nvidia's Software Business Really Takes Off?,Motley Fool,https://finance.yahoo.com/m/83bff3d9-70ee-397f-873d-80df2b278450/will-2023-be-the-year.html
78,NVDA,2023-01-11 04:00:00+00:00,"In the wake of NVIDIA Corporation's (NASDAQ:NVDA) latest US$15b market cap drop, institutional owners may be forced to take severe actions",Simply Wall St.,https://finance.yahoo.com/news/wake-nvidia-corporations-nasdaq-nvda-110011306.html
79,NVDA,2023-01-11 03:10:00+00:00,"Despite a Tough Year, Cathie Wood Is Still Up Big on These 3 Stocks",Motley Fool,https://finance.yahoo.com/m/e7f6f81e-c1de-3731-bce7-7a5e3481323b/despite-a-tough-year%2C-cathie.html
80,NVDA,2022-12-30 15:45:00+00:00,Nvidia (NVDA) Gains As Market Dips: What You Should Know,Zacks,https://finance.yahoo.com/news/nvidia-nvda-gains-market-dips-224510024.html
81,NVDA,2023-01-11 13:41:00+00:00,Nvidia stock set to close 2022 after losing 57% in market cap since November,Yahoo Finance Video,https://finance.yahoo.com/video/nvidia-stock-set-close-2022-204137694.html
82,NVDA,2023-01-11 11:30:00+00:00,15 Best 52-Week Low Large Cap Stocks to Buy Now,Insider Monkey,https://finance.yahoo.com/news/15-best-52-week-low-183029328.html
83,NVDA,2023-01-11 07:45:00+00:00,Buying the Dip in Tech Is Backfiring,The Wall Street Journal,https://finance.yahoo.com/m/a9737eaa-b336-3994-97ec-9945b105e11e/buying-the-dip-in-tech-is.html
84,NVDA,2023-01-11 04:45:00+00:00,The Biggest Reason Nvidia Stock Is a Screaming Buy for 2023,Motley Fool,https://finance.yahoo.com/m/9fac8ecc-5430-3f08-bbfc-98670412a6c9/the-biggest-reason-nvidia.html
85,NVDA,2022-12-29 17:56:00+00:00,15 Companies That Are Buying Back Their Stock,Insider Monkey,https://finance.yahoo.com/news/15-companies-buying-back-stock-005623362.html
86,NVDA,2023-01-11 06:00:00+00:00,How To Invest In Stocks In 2023 After A Traumatic 2022,Investor's Business Daily,https://finance.yahoo.com/m/dfec1247-8dcf-3f73-8096-57b3be775136/how-to-invest-in-stocks-in.html
87,NVDA,2022-12-28 14:36:00+00:00,"These Stocks Are Moving the Most Today: Tesla, Generac, Southwest, and More",Barrons.com,https://finance.yahoo.com/m/90acb392-d777-3270-af8a-0a0d1db33e6f/these-stocks-are-moving-the.html
88,NVDA,2023-01-11 12:10:00+00:00,Nvidia Stock: When Long-Term Investors Might Consider Buying,TheStreet.com,https://finance.yahoo.com/m/aab4d069-bf32-370a-9506-e4f208711b26/nvidia-stock%3A-when-long-term.html
89,NVDA,2023-01-11 07:00:00+00:00,NVIDIA Corporation (NVDA) is Attracting Investor Attention: Here is What You Should Know,Zacks,https://finance.yahoo.com/news/nvidia-corporation-nvda-attracting-investor-140002578.html
90,NVDA,2023-01-11 06:19:00+00:00,"Dow Jones Futures Rise, Tesla Bounces After Leading Growth Sell-Off; 5 Stocks Near Buy Points",Investor's Business Daily,https://finance.yahoo.com/m/92d1fcbc-d833-3179-bfa1-b6dacc0fa7e2/dow-jones-futures-rise%2C-tesla.html
91,NVDA,2023-01-11 05:47:00+00:00,Intel's (INTC) New GPUs Pose Threat to AMD's Market Share,Zacks,https://finance.yahoo.com/news/intels-intc-gpus-pose-threat-124712297.html
92,NVDA,2023-01-11 05:15:00+00:00,"Down 48% in 2022, Is Nvidia Stock a Buy for 2023?",Motley Fool,https://finance.yahoo.com/m/1836e989-f4a2-31c5-95a4-d19fd4a0e57e/down-48%25-in-2022%2C-is-nvidia.html
93,NVDA,2023-01-11 04:47:00+00:00,"Dow Jones Futures Rise After Tesla, Moderna Lead Growth Sell-Off; 5 Stocks Near Buy Points",Investor's Business Daily,https://finance.yahoo.com/m/92d1fcbc-d833-3179-bfa1-b6dacc0fa7e2/dow-jones-futures-rise-after.html
94,NVDA,2023-01-11 04:45:00+00:00,This Is How Nvidia Makes Billions in Sales Each Quarter,Motley Fool,https://finance.yahoo.com/m/ea474029-5652-3dc0-867f-0338a3801abe/this-is-how-nvidia-makes.html
95,NVDA,2023-01-11 03:52:00+00:00,5 Unstoppable Metaverse Stocks to Buy in 2023,Motley Fool,https://finance.yahoo.com/m/749d850e-99c7-310d-9f59-7aae254620fd/5-unstoppable-metaverse.html
96,NVDA,2022-12-27 20:44:00+00:00,NVIDIA Corporation (NASDAQ:NVDA) Q3 2023 Earnings Call Transcript,Insider Monkey,https://finance.yahoo.com/news/nvidia-corporation-nasdaq-nvda-q3-034424388.html
97,NVDA,2023-01-11 20:08:00+00:00,"Dow Jones Rises, But Tesla, Moderna Lead Growth Sell-Off; 5 Stocks Near Buy Points",Investor's Business Daily,https://finance.yahoo.com/m/92d1fcbc-d833-3179-bfa1-b6dacc0fa7e2/dow-jones-rises%2C-but-tesla%2C.html
98,NVDA,2023-01-11 15:01:00+00:00,Chip glut has prices coming down while chipmakers are hurting: Analyst,Yahoo Finance Video,https://finance.yahoo.com/video/chip-glut-prices-coming-down-220154504.html
99,NVDA,2023-01-11 07:26:00+00:00,What the Latest Updates Mean for AMD and Nvidia Stock Investors,Motley Fool,https://finance.yahoo.com/m/ce3df274-77d6-316f-b38b-31bc50f989de/what-the-latest-updates-mean.html
